procurement_id,procurement_date,day_of_week,is_sunday_procurement,school_id,vendor_name,vendor_group,food_category,raw_grain_type,quantity_kg,total_cost_inr,cost_per_kg,payment_status
MDM002329,2026-02-27,Friday,0,SCH0093,Sharma & Sons,Sharma Group,Pulses / Dal,Dal,55.4,4986.0,90.0,PAID
MDM010826,2026-02-27,Friday,0,SCH0105,Sharma Traders,Sharma Group,Wheat,WHEAT,,339.0,,PAID
MDM009092,2026-02-27,Friday,0,SCH0135,Kumar General Store,Kumar Group,Pulses / Dal,dal,48.4,4356.0,90.0,PENDING
MDM008764,2026-02-27,Friday,0,SCH0137,Singh Brothers,Singh Group,Pulses / Dal,Daal,58.3,5247.0,90.0,PENDING
MDM002608,2026-02-27,Friday,0,SCH0153,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Mustard Oil,50.9,6108.0,120.0,PAID
MDM004044,2026-02-27,Friday,0,SCH0172,Singh Brothers,Singh Group,Rice,Rice,,2220.0,,PENDING
MDM004523,2026-02-27,Friday,0,SCH0181,Sharma & Sons,Sharma Group,Mustard Oil,Sarson Tel,51.8,6216.0,120.0,PAID
MDM006301,2026-02-27,Friday,0,SCH0186,Singh Agro,Singh Group,Rice,Rice,59.2,2368.0,40.0,PENDING
MDM009268,2026-02-27,Friday,0,SCH0198,Singh Brothers,Singh Group,Wheat,gehun,51.7,1551.0,30.0,PENDING
MDM008201,2026-02-27,Friday,0,SCH0214,Goyal Rice Mill,Goyal Group,Wheat,Wheat,44.5,1335.0,30.0,DUE
MDM010084,2026-02-27,Friday,0,SCH0283,Goyal Enterprises,Goyal Group,Rice,RICE,38.6,1544.0,40.0,PAID
MDM001316,2026-02-27,Friday,0,SCH0285,Kumar & Co.,Kumar Group,Wheat,gehun,15.9,477.0,30.0,PAID
MDM011661,2026-02-27,Friday,0,SCH0287,S. Agro Works,Singh Group,Wheat,WHEAT,15.0,450.0,30.0,PENDING
MDM010069,2026-02-27,Friday,0,SCH0309,Goyal Enterprises,Goyal Group,Rice,chawal,53.5,2140.0,40.0,DUE
MDM007409,2026-02-27,Friday,0,SCH0337,Kumar General Store,Kumar Group,Wheat,gehun,11.2,336.0,30.0,PAID
MDM001354,2026-02-27,Friday,0,SCH0344,Sharma & Sons,Sharma Group,Rice,chawal,21.1,844.0,40.0,PAID
MDM005223,2026-02-27,Friday,0,SCH0354,Kumar Supplies,Kumar Supplies Group,Wheat,Wheat,59.3,1779.0,30.0,PENDING
MDM001590,2026-02-27,Friday,0,SCH0370,S. Agro Works,Singh Group,Wheat,Atta,,792.0,,PENDING
MDM000848,2026-02-27,Friday,0,SCH0403,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Dal,,1602.0,,
MDM001059,2026-02-27,Friday,0,SCH0428,Singh Brothers,Singh Group,Wheat,WHEAT,18.6,558.0,30.0,PENDING
MDM011052,2026-02-27,Friday,0,SCH0434,Singh Agro,Singh Group,Pulses / Dal,Lentils,,2412.0,,
MDM003395,2026-02-27,Friday,0,SCH0448,Kumar & Co.,Kumar Group,Wheat,WHEAT,44.1,1323.0,30.0,PAID
MDM001267,2026-02-27,Friday,0,SCH0469,Singh Brothers,Singh Group,Pulses / Dal,Daal,,5076.0,,DUE
MDM002211,2026-02-27,Friday,0,SCH0508,Sharma Traders,Sharma Group,Wheat,Gehun,12.9,,,PAID
MDM002705,2026-02-27,Friday,0,SCH0509,Singh Brothers,Singh Group,Rice,chawal,,1128.0,,DUE
MDM008468,2026-02-27,Friday,0,SCH0514,Singh Agro,Singh Group,Pulses / Dal,dal,23.1,2079.0,90.0,DUE
MDM003589,2026-02-27,Friday,0,SCH0528,Sharma Traders,Sharma Group,Wheat,WHEAT,42.2,,,PAID
MDM009371,2026-02-27,Friday,0,SCH0553,Singh Brothers,Singh Group,Mustard Oil,Mustard Oil,53.8,6456.0,120.0,PENDING
MDM004802,2026-02-27,Friday,0,SCH0594,Goyal Rice Mill,Goyal Group,Pulses / Dal,Daal,,1458.0,,DUE
MDM008300,2026-02-28,Saturday,0,SCH0006,Singh Brothers,Singh Group,Wheat,gehun,13.6,408.0,30.0,PENDING
MDM008912,2026-02-28,Saturday,0,SCH0009,Kumar & Co.,Kumar Group,Rice,chawal,28.7,1148.0,40.0,DUE
MDM001711,2026-02-28,Saturday,0,SCH0103,Singh Agro,Singh Group,Pulses / Dal,dal,45.4,4086.0,90.0,PENDING
MDM006843,2026-02-28,Saturday,0,SCH0106,Sharma Traders,Sharma Group,Pulses / Dal,Pulses,33.8,3042.0,90.0,PAID
MDM000610,2026-02-28,Saturday,0,SCH0125,Goyal Rice Mill,Goyal Group,Rice,Chawal,32.2,1288.0,40.0,PAID
MDM011628,2026-02-28,Saturday,0,SCH0126,Goyal Enterprises,Goyal Group,Pulses / Dal,Pulses,16.0,1440.0,90.0,PAID
MDM010373,2026-02-28,Saturday,0,SCH0129,Sharma & Sons,Sharma Group,Wheat,gehun,,1593.0,,PENDING
MDM005632,2026-02-28,Saturday,0,SCH0150,Sharma & Sons,Sharma Group,Rice,Chawal,57.1,2284.0,40.0,PAID
MDM010698,2026-02-28,Saturday,0,SCH0152,Goyal Enterprises,Goyal Group,Mustard Oil,Oil,45.8,5496.0,120.0,
MDM008854,2026-02-28,Saturday,0,SCH0186,Goyal Rice Mill,Goyal Group,Rice,Chawal,59.3,2372.0,40.0,PAID
MDM002301,2026-02-28,Saturday,0,SCH0190,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Daal,,954.0,,PENDING
MDM000475,2026-02-28,Saturday,0,SCH0195,Kumar General Store,Kumar Group,Pulses / Dal,Dal,17.1,1539.0,90.0,PAID
MDM009046,2026-02-28,Saturday,0,SCH0221,Kumar Supplies,Kumar Supplies Group,Rice,chawal,19.7,788.0,40.0,DUE
MDM006501,2026-02-28,Saturday,0,SCH0260,Goyal Enterprises,Goyal Group,Wheat,gehun,11.4,342.0,30.0,
MDM010933,2026-02-28,Saturday,0,SCH0272,Sharma & Sons,Sharma Group,Rice,Rice,12.5,500.0,40.0,DUE
MDM002973,2026-02-28,Saturday,0,SCH0320,Singh Brothers,Singh Group,Rice,Chawal,24.4,976.0,40.0,
MDM009518,2026-02-28,Saturday,0,SCH0361,Sharma Traders,Sharma Group,Rice,Chawal,27.5,1100.0,40.0,PAID
MDM009117,2026-02-28,Saturday,0,SCH0428,Goyal Rice Mill,Goyal Group,Wheat,gehun,48.5,1455.0,30.0,PAID
MDM006446,2026-02-28,Saturday,0,SCH0435,Goyal Rice Mill,Goyal Group,Rice,chawal,30.7,1228.0,40.0,PAID
MDM008036,2026-02-28,Saturday,0,SCH0437,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Pulses,44.1,3969.0,90.0,PAID
MDM002847,2026-02-28,Saturday,0,SCH0440,Singh Agro,Singh Group,Wheat,Wheat,47.4,1422.0,30.0,
MDM008812,2026-02-28,Saturday,0,SCH0462,Sharma & Sons,Sharma Group,Pulses / Dal,Dal,55.9,5031.0,90.0,PENDING
MDM007474,2026-02-28,Saturday,0,SCH0462,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,,1188.0,,DUE
MDM002292,2026-02-28,Saturday,0,SCH0477,Sharma Traders,Sharma Group,Pulses / Dal,Daal,33.1,2979.0,90.0,
MDM011448,2026-02-28,Saturday,0,SCH0486,Singh Agro,Singh Group,Pulses / Dal,Dal,16.6,1494.0,90.0,DUE
MDM007961,2026-02-28,Saturday,0,SCH0488,Sharma Traders,Sharma Group,Pulses / Dal,dal,18.2,1638.0,90.0,PAID
MDM004464,2026-02-28,Saturday,0,SCH0489,Sharma Traders,Sharma Group,Wheat,WHEAT,42.8,,,PENDING
MDM011728,2026-02-28,Saturday,0,SCH0524,Singh Agro,Singh Group,Pulses / Dal,Lentils,,4581.0,,PAID
MDM006379,2026-02-28,Saturday,0,SCH0524,Sharma & Sons,Sharma Group,Pulses / Dal,Dal,,4086.0,,PENDING
MDM009108,2026-02-28,Saturday,0,SCH0546,Sharma Traders,Sharma Group,Rice,chawal,31.4,1256.0,40.0,PAID
MDM009181,2026-02-28,Saturday,0,SCH0582,Goyal Rice Mill,Goyal Group,Pulses / Dal,Lentils,11.9,1071.0,90.0,PENDING
MDM003175,2026-03-01,Sunday,1,SCH0014,S. Agro Works,Singh Group,Wheat,WHEAT,50.0,1500.0,30.0,
MDM009899,2026-03-01,Sunday,1,SCH0042,Goyal Rice Mill,Goyal Group,Rice,Chawal,54.8,2192.0,40.0,PAID
MDM008401,2026-03-01,Sunday,1,SCH0115,Kumar General Store,Kumar Group,Mustard Oil,Cooking Oil,12.7,1524.0,120.0,PAID
MDM008073,2026-03-01,Sunday,1,SCH0126,Kumar General Store,Kumar Group,Rice,Chawal,56.0,2240.0,40.0,PENDING
MDM009078,2026-03-01,Sunday,1,SCH0151,Sharma Traders,Sharma Group,Pulses / Dal,Lentils,54.2,4878.0,90.0,PAID
MDM007388,2026-03-01,Sunday,1,SCH0167,Goyal Enterprises,Goyal Group,Mustard Oil,Cooking Oil,,2724.0,,PAID
MDM003915,2026-03-01,Sunday,1,SCH0177,Kumar & Co.,Kumar Group,Rice,chawal,37.7,1508.0,40.0,PAID
MDM003866,2026-03-01,Sunday,1,SCH0198,Goyal Enterprises,Goyal Group,Rice,Rice,24.8,992.0,40.0,PAID
MDM006756,2026-03-01,Sunday,1,SCH0215,Goyal Rice Mill,Goyal Group,Mustard Oil,Sarson Tel,35.9,4308.0,120.0,PENDING
MDM002031,2026-03-01,Sunday,1,SCH0275,Kumar & Co.,Kumar Group,Wheat,Atta,37.0,1110.0,30.0,PAID
MDM004415,2026-03-01,Sunday,1,SCH0334,Sharma Traders,Sharma Group,Mustard Oil,Sarson Tel,,5292.0,,PAID
MDM011758,2026-03-01,Sunday,1,SCH0339,Sharma Traders,Sharma Group,Pulses / Dal,Lentils,12.6,1134.0,90.0,PENDING
MDM003111,2026-03-01,Sunday,1,SCH0343,Kumar & Co.,Kumar Group,Rice,Rice,34.2,1368.0,40.0,PENDING
MDM002820,2026-03-01,Sunday,1,SCH0348,Singh Brothers,Singh Group,Rice,RICE,52.2,2088.0,40.0,PAID
MDM008879,2026-03-01,Sunday,1,SCH0353,Sharma Traders,Sharma Group,Pulses / Dal,Daal,48.1,,,PAID
MDM010582,2026-03-01,Sunday,1,SCH0356,Sharma & Sons,Sharma Group,Wheat,Gehun,11.8,354.0,30.0,PAID
MDM011126,2026-03-01,Sunday,1,SCH0387,Goyal Rice Mill,Goyal Group,Pulses / Dal,Lentils,10.9,981.0,90.0,
MDM000071,2026-03-01,Sunday,1,SCH0410,S. Agro Works,Singh Group,Rice,RICE,35.0,1400.0,40.0,PAID
MDM005422,2026-03-01,Sunday,1,SCH0447,Goyal Enterprises,Goyal Group,Mustard Oil,Mustard Oil,32.5,3900.0,120.0,PENDING
MDM002510,2026-03-01,Sunday,1,SCH0468,Sharma Traders,Sharma Group,Rice,Chawal,11.0,440.0,40.0,PAID
MDM003017,2026-03-01,Sunday,1,SCH0475,Sharma Traders,Sharma Group,Wheat,Gehun,58.0,1740.0,30.0,
MDM001926,2026-03-01,Sunday,1,SCH0499,Kumar General Store,Kumar Group,Mustard Oil,Mustard Oil,52.5,6300.0,120.0,DUE
MDM002659,2026-03-01,Sunday,1,SCH0531,Goyal Enterprises,Goyal Group,Rice,RICE,48.3,1932.0,40.0,PENDING
MDM000934,2026-03-01,Sunday,1,SCH0589,Sharma Traders,Sharma Group,Pulses / Dal,dal,12.5,1125.0,90.0,PENDING
MDM000474,2026-03-01,Sunday,1,SCH0596,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Dal,43.6,3924.0,90.0,PAID
MDM005751,2026-03-02,Monday,0,SCH0016,S. Agro Works,Singh Group,Wheat,Gehun,32.6,978.0,30.0,PAID
MDM008760,2026-03-02,Monday,0,SCH0036,Kumar General Store,Kumar Group,Mustard Oil,Sarson Tel,13.7,1644.0,120.0,PAID
MDM011023,2026-03-02,Monday,0,SCH0039,Kumar Supplies,Kumar Supplies Group,Wheat,Gehun,18.5,555.0,30.0,PAID
MDM001792,2026-03-02,Monday,0,SCH0044,Sharma Traders,Sharma Group,Pulses / Dal,Dal,20.7,1863.0,90.0,
MDM002422,2026-03-02,Monday,0,SCH0078,Kumar General Store,Kumar Group,Rice,Chawal,18.5,740.0,40.0,PENDING
MDM009816,2026-03-02,Monday,0,SCH0086,Sharma Traders,Sharma Group,Wheat,Gehun,39.1,1173.0,30.0,PENDING
MDM005430,2026-03-02,Monday,0,SCH0096,Kumar & Co.,Kumar Group,Wheat,Atta,,510.0,,PENDING
MDM008982,2026-03-02,Monday,0,SCH0100,Goyal Rice Mill,Goyal Group,Wheat,Wheat,,1023.0,,DUE
MDM010555,2026-03-02,Monday,0,SCH0101,Sharma Traders,Sharma Group,Mustard Oil,Oil,35.6,4272.0,120.0,PENDING
MDM006943,2026-03-02,Monday,0,SCH0132,Sharma Traders,Sharma Group,Rice,Chawal,14.3,572.0,40.0,PENDING
MDM001400,2026-03-02,Monday,0,SCH0161,Goyal Rice Mill,Goyal Group,Wheat,Wheat,37.4,1122.0,30.0,DUE
MDM004547,2026-03-02,Monday,0,SCH0161,Sharma Traders,Sharma Group,Mustard Oil,Cooking Oil,19.1,2292.0,120.0,PAID
MDM007582,2026-03-02,Monday,0,SCH0162,Kumar Supplies,Kumar Supplies Group,Wheat,WHEAT,,807.0,,PENDING
MDM004821,2026-03-02,Monday,0,SCH0185,Singh Brothers,Singh Group,Pulses / Dal,Pulses,50.8,4572.0,90.0,DUE
MDM000638,2026-03-02,Monday,0,SCH0193,S. Agro Works,Singh Group,Rice,Chawal,58.7,2348.0,40.0,DUE
MDM000042,2026-03-02,Monday,0,SCH0194,Goyal Rice Mill,Goyal Group,Pulses / Dal,Lentils,43.3,3896.0,89.98,PAID
MDM011652,2026-03-02,Monday,0,SCH0195,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,54.9,6588.0,120.0,PAID
MDM006637,2026-03-02,Monday,0,SCH0200,Goyal Rice Mill,Goyal Group,Mustard Oil,Sarson Tel,17.8,2136.0,120.0,
MDM011640,2026-03-02,Monday,0,SCH0205,Goyal Rice Mill,Goyal Group,Mustard Oil,Mustard Oil,21.6,2592.0,120.0,
MDM001481,2026-03-02,Monday,0,SCH0205,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Sarson Tel,17.0,2040.0,120.0,DUE
MDM003704,2026-03-02,Monday,0,SCH0215,Goyal Enterprises,Goyal Group,Mustard Oil,Mustard Oil,35.3,4236.0,120.0,PAID
MDM005075,2026-03-02,Monday,0,SCH0222,Sharma Traders,Sharma Group,Wheat,WHEAT,,1122.0,,DUE
MDM009291,2026-03-02,Monday,0,SCH0233,Singh Brothers,Singh Group,Mustard Oil,Mustard Oil,,1428.0,,PAID
MDM005826,2026-03-02,Monday,0,SCH0243,Kumar General Store,Kumar Group,Pulses / Dal,Lentils,44.0,,,PENDING
MDM008605,2026-03-02,Monday,0,SCH0265,Goyal Enterprises,Goyal Group,Mustard Oil,Oil,,4056.0,,DUE
MDM008699,2026-03-02,Monday,0,SCH0302,Kumar General Store,Kumar Group,Rice,chawal,31.5,1260.0,40.0,PAID
MDM002188,2026-03-02,Monday,0,SCH0352,Kumar General Store,Kumar Group,Mustard Oil,Sarson Tel,35.5,4260.0,120.0,PAID
MDM008391,2026-03-02,Monday,0,SCH0365,Sharma Traders,Sharma Group,Pulses / Dal,Pulses,33.1,2979.0,90.0,PAID
MDM001422,2026-03-02,Monday,0,SCH0369,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,33.6,3024.0,90.0,PAID
MDM006866,2026-03-02,Monday,0,SCH0405,Kumar General Store,Kumar Group,Rice,Rice,20.2,808.0,40.0,PAID
MDM003710,2026-03-02,Monday,0,SCH0424,Kumar Supplies,Kumar Supplies Group,Rice,RICE,34.7,1388.0,40.0,PENDING
MDM004709,2026-03-02,Monday,0,SCH0426,Kumar & Co.,Kumar Group,Mustard Oil,Sarson Tel,26.7,3204.0,120.0,PENDING
MDM004818,2026-03-02,Monday,0,SCH0507,Goyal Enterprises,Goyal Group,Mustard Oil,Oil,,1488.0,,PENDING
MDM005694,2026-03-02,Monday,0,SCH0522,S. Agro Works,Singh Group,Rice,chawal,22.1,884.0,40.0,PAID
MDM009139,2026-03-02,Monday,0,SCH0551,Sharma & Sons,Sharma Group,Pulses / Dal,dal,,1404.0,,PAID
MDM000238,2026-03-02,Monday,0,SCH0562,Goyal Enterprises,Goyal Group,Pulses / Dal,Pulses,31.8,2862.0,90.0,PAID
MDM011292,2026-03-03,Tuesday,0,SCH0018,Singh Agro,Singh Group,Mustard Oil,Cooking Oil,28.7,3444.0,120.0,
MDM010210,2026-03-03,Tuesday,0,SCH0031,Kumar General Store,Kumar Group,Wheat,WHEAT,39.9,1197.0,30.0,
MDM001137,2026-03-03,Tuesday,0,SCH0034,Sharma Traders,Sharma Group,Pulses / Dal,Pulses,13.3,1197.0,90.0,PAID
MDM008908,2026-03-03,Tuesday,0,SCH0035,Singh Agro,Singh Group,Wheat,WHEAT,57.0,,,PENDING
MDM008910,2026-03-03,Tuesday,0,SCH0059,Sharma & Sons,Sharma Group,Mustard Oil,Sarson Tel,52.6,6312.0,120.0,
MDM010270,2026-03-03,Tuesday,0,SCH0076,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,14.7,1323.0,90.0,DUE
MDM001123,2026-03-03,Tuesday,0,SCH0088,Sharma & Sons,Sharma Group,Pulses / Dal,Pulses,23.3,2097.0,90.0,DUE
MDM010201,2026-03-03,Tuesday,0,SCH0109,Goyal Enterprises,Goyal Group,Pulses / Dal,Daal,,2043.0,,DUE
MDM011050,2026-03-03,Tuesday,0,SCH0118,Goyal Rice Mill,Goyal Group,Mustard Oil,Cooking Oil,11.0,,,PENDING
MDM000895,2026-03-03,Tuesday,0,SCH0118,Goyal Enterprises,Goyal Group,Pulses / Dal,dal,55.3,4977.0,90.0,PENDING
MDM011631,2026-03-03,Tuesday,0,SCH0129,Singh Brothers,Singh Group,Pulses / Dal,Pulses,23.8,2142.0,90.0,
MDM003953,2026-03-03,Tuesday,0,SCH0155,Sharma Traders,Sharma Group,Pulses / Dal,Pulses,29.3,2637.0,90.0,PAID
MDM002930,2026-03-03,Tuesday,0,SCH0206,Singh Agro,Singh Group,Mustard Oil,Mustard Oil,30.1,3612.0,120.0,PAID
MDM010782,2026-03-03,Tuesday,0,SCH0238,Sharma & Sons,Sharma Group,Wheat,Gehun,35.0,1050.0,30.0,PAID
MDM009477,2026-03-03,Tuesday,0,SCH0238,Singh Agro,Singh Group,Mustard Oil,Sarson Tel,54.9,,,DUE
MDM002814,2026-03-03,Tuesday,0,SCH0243,Sharma & Sons,Sharma Group,Mustard Oil,Sarson Tel,,6528.0,,PENDING
MDM007225,2026-03-03,Tuesday,0,SCH0271,S. Agro Works,Singh Group,Mustard Oil,Sarson Tel,30.8,3696.0,120.0,PAID
MDM000568,2026-03-03,Tuesday,0,SCH0293,Goyal Rice Mill,Goyal Group,Wheat,Wheat,41.9,1257.0,30.0,PENDING
MDM010993,2026-03-03,Tuesday,0,SCH0309,Singh Agro,Singh Group,Wheat,WHEAT,15.4,462.0,30.0,PENDING
MDM001023,2026-03-03,Tuesday,0,SCH0310,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,,2088.0,,PAID
MDM008945,2026-03-03,Tuesday,0,SCH0338,Sharma Traders,Sharma Group,Pulses / Dal,Lentils,55.2,4968.0,90.0,PENDING
MDM001820,2026-03-03,Tuesday,0,SCH0397,Goyal Rice Mill,Goyal Group,Pulses / Dal,Dal,33.8,3041.0,89.97,PAID
MDM001233,2026-03-03,Tuesday,0,SCH0409,Kumar & Co.,Kumar Group,Rice,Rice,42.6,1704.0,40.0,PENDING
MDM009630,2026-03-03,Tuesday,0,SCH0413,Goyal Rice Mill,Goyal Group,Wheat,gehun,41.0,,,
MDM000296,2026-03-03,Tuesday,0,SCH0459,Singh Brothers,Singh Group,Wheat,Wheat,42.5,1275.0,30.0,PENDING
MDM010228,2026-03-03,Tuesday,0,SCH0462,Sharma Traders,Sharma Group,Pulses / Dal,dal,32.6,2934.0,90.0,PENDING
MDM003507,2026-03-03,Tuesday,0,SCH0495,Sharma Traders,Sharma Group,Mustard Oil,Oil,30.9,3708.0,120.0,DUE
MDM004693,2026-03-03,Tuesday,0,SCH0520,S. Agro Works,Singh Group,Rice,Rice,14.2,568.0,40.0,PAID
MDM001372,2026-03-03,Tuesday,0,SCH0520,Kumar Supplies,Kumar Supplies Group,Mustard Oil,Cooking Oil,13.0,1560.0,120.0,PAID
MDM001501,2026-03-03,Tuesday,0,SCH0529,Sharma & Sons,Sharma Group,Pulses / Dal,Pulses,,5328.0,,PAID
MDM000017,2026-03-03,Tuesday,0,SCH0544,Singh Brothers,Singh Group,Rice,RICE,30.9,1236.0,40.0,PAID
MDM002619,2026-03-03,Tuesday,0,SCH0565,Kumar & Co.,Kumar Group,Mustard Oil,Oil,29.4,3528.0,120.0,
MDM003989,2026-03-03,Tuesday,0,SCH0569,Sharma Traders,Sharma Group,Mustard Oil,Oil,13.6,1632.0,120.0,PENDING
MDM005550,2026-03-04,Wednesday,0,SCH0009,Sharma Traders,Sharma Group,Mustard Oil,Mustard Oil,18.3,2196.0,120.0,
MDM004758,2026-03-04,Wednesday,0,SCH0085,Goyal Rice Mill,Goyal Group,Rice,Rice,34.8,1392.0,40.0,PENDING
MDM005453,2026-03-04,Wednesday,0,SCH0090,Goyal Rice Mill,Goyal Group,Pulses / Dal,Dal,29.0,2610.0,90.0,PAID
MDM005243,2026-03-04,Wednesday,0,SCH0101,Goyal Enterprises,Goyal Group,Wheat,gehun,34.9,1047.0,30.0,PAID
MDM002466,2026-03-04,Wednesday,0,SCH0158,Sharma Traders,Sharma Group,Rice,chawal,52.2,2088.0,40.0,PENDING
MDM006211,2026-03-04,Wednesday,0,SCH0199,Goyal Rice Mill,Goyal Group,Wheat,Wheat,53.5,1605.0,30.0,PAID
MDM005324,2026-03-04,Wednesday,0,SCH0217,Sharma Traders,Sharma Group,Mustard Oil,Sarson Tel,15.1,1812.0,120.0,PAID
MDM011699,2026-03-04,Wednesday,0,SCH0226,Singh Brothers,Singh Group,Pulses / Dal,Pulses,,1242.0,,DUE
MDM007295,2026-03-04,Wednesday,0,SCH0239,Singh Agro,Singh Group,Wheat,gehun,,1515.0,,DUE
MDM001924,2026-03-04,Wednesday,0,SCH0307,Goyal Rice Mill,Goyal Group,Mustard Oil,Cooking Oil,15.2,1824.0,120.0,
MDM007357,2026-03-04,Wednesday,0,SCH0326,Sharma Traders,Sharma Group,Wheat,WHEAT,,1599.0,,PAID
MDM004221,2026-03-04,Wednesday,0,SCH0362,Goyal Rice Mill,Goyal Group,Wheat,Gehun,55.4,1662.0,30.0,DUE
MDM000944,2026-03-04,Wednesday,0,SCH0370,Kumar General Store,Kumar Group,Pulses / Dal,Pulses,17.1,1539.0,90.0,
MDM008256,2026-03-04,Wednesday,0,SCH0386,Kumar General Store,Kumar Group,Rice,Rice,52.5,2100.0,40.0,DUE
MDM009555,2026-03-04,Wednesday,0,SCH0388,Singh Agro,Singh Group,Rice,Chawal,56.2,2248.0,40.0,PAID
MDM004167,2026-03-04,Wednesday,0,SCH0441,Goyal Rice Mill,Goyal Group,Wheat,Gehun,41.4,1242.0,30.0,PAID
MDM002912,2026-03-04,Wednesday,0,SCH0449,Singh Brothers,Singh Group,Pulses / Dal,Daal,35.3,3177.0,90.0,PENDING
MDM009448,2026-03-04,Wednesday,0,SCH0463,Kumar General Store,Kumar Group,Rice,Chawal,48.9,1956.0,40.0,PENDING
MDM006073,2026-03-04,Wednesday,0,SCH0468,Kumar General Store,Kumar Group,Wheat,Wheat,48.2,1446.0,30.0,PAID
MDM008424,2026-03-04,Wednesday,0,SCH0509,Kumar General Store,Kumar Group,Wheat,WHEAT,22.3,669.0,30.0,PAID
MDM011996,2026-03-04,Wednesday,0,SCH0525,Kumar & Co.,Kumar Group,Wheat,gehun,22.1,663.0,30.0,PENDING
MDM010837,2026-03-04,Wednesday,0,SCH0550,Goyal Rice Mill,Goyal Group,Pulses / Dal,dal,56.8,5112.0,90.0,PAID
MDM011492,2026-03-04,Wednesday,0,SCH0562,Singh Agro,Singh Group,Wheat,Wheat,,1542.0,,DUE
MDM005976,2026-03-04,Wednesday,0,SCH0564,Sharma Traders,Sharma Group,Pulses / Dal,Pulses,23.8,2142.0,90.0,
MDM009818,2026-03-04,Wednesday,0,SCH0566,Sharma Traders,Sharma Group,Rice,Chawal,40.2,1608.0,40.0,PAID
MDM003147,2026-03-04,Wednesday,0,SCH0568,Goyal Rice Mill,Goyal Group,Pulses / Dal,Dal,19.5,1755.0,90.0,PENDING
MDM002227,2026-03-04,Wednesday,0,SCH0583,Goyal Rice Mill,Goyal Group,Pulses / Dal,Pulses,34.6,3114.0,90.0,PENDING
MDM009643,2026-03-04,Wednesday,0,SCH0585,Goyal Rice Mill,Goyal Group,Pulses / Dal,Lentils,26.2,2358.0,90.0,DUE
MDM011502,2026-03-04,Wednesday,0,SCH0592,Singh Brothers,Singh Group,Wheat,gehun,32.7,981.0,30.0,PENDING
MDM000228,2026-03-05,Thursday,0,SCH0053,Sharma Traders,Sharma Group,Wheat,Wheat,14.9,447.0,30.0,PAID
MDM008797,2026-03-05,Thursday,0,SCH0075,Sharma Traders,Sharma Group,Wheat,Gehun,42.7,1281.0,30.0,PAID
MDM003920,2026-03-05,Thursday,0,SCH0098,Goyal Rice Mill,Goyal Group,Pulses / Dal,Daal,59.7,5373.0,90.0,
MDM010712,2026-03-05,Thursday,0,SCH0104,Kumar Supplies,Kumar Supplies Group,Wheat,Wheat,58.4,1752.0,30.0,PAID
MDM006297,2026-03-05,Thursday,0,SCH0135,Kumar & Co.,Kumar Group,Rice,chawal,10.2,408.0,40.0,
MDM008594,2026-03-05,Thursday,0,SCH0176,Kumar Supplies,Kumar Supplies Group,Pulses / Dal,Pulses,59.8,5382.0,90.0,PENDING
MDM011396,2026-03-05,Thursday,0,SCH0181,Sharma Traders,Sharma Group,Pulses / Dal,Dal,,4383.0,,
MDM009755,2026-03-05,Thursday,0,SCH0189,Sharma Traders,Sharma Group,Wheat,Atta,51.0,1530.0,30.0,
MDM010699,2026-03-05,Thursday,0,SCH0210,Goyal Enterprises,Goyal Group,Rice,Chawal,28.1,1124.0,40.0,
MDM005828,2026-03-05,Thursday,0,SCH0222,Sharma & Sons,Sharma Group,Pulses / Dal,Daal,55.5,4995.0,90.0,PENDING
MDM006473,2026-03-05,Thursday,0,SCH0226,Sharma Traders,Sharma Group,Pulses / Dal,Dal,35.3,3177.0,90.0,PAID
MDM004130,2026-03-05,Thursday,0,SCH0281,Sharma & Sons,Sharma Group,Mustard Oil,Cooking Oil,16.5,1980.0,120.0,PAID
MDM007297,2026-03-05,Thursday,0,SCH0283,Goyal Enterprises,Goyal Group,Wheat,Gehun,50.0,,,PENDING
MDM011576,2026-03-05,Thursday,0,SCH0302,Singh Brothers,Singh Group,Rice,Rice,45.9,1836.0,40.0,PAID
MDM002161,2026-03-05,Thursday,0,SCH0308,Kumar & Co.,Kumar Group,Rice,Rice,24.4,976.0,40.0,PAID
MDM005289,2026-03-05,Thursday,0,SCH0335,Sharma & Sons,Sharma Group,Wheat,gehun,56.4,1692.0,30.0,PAID
MDM005440,2026-03-05,Thursday,0,SCH0382,Sharma & Sons,Sharma Group,Pulses / Dal,dal,19.1,1719.0,90.0,DUE
MDM004379,2026-03-05,Thursday,0,SCH0391,S. Agro Works,Singh Group,Wheat,Wheat,32.4,,,PAID
MDM011286,2026-03-05,Thursday,0,SCH0411,Goyal Rice Mill,Goyal Group,Rice,Chawal,52.2,2088.0,40.0,DUE
